Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance,Georeference
24-6358N-CR,AARCO ENVIRONMENTAL SERVICES CORP,NO DBA,Corporation,No,No,None Listed,50 GAR AVEE,NOT APPLICABLE,LINDENHURST,NY,11757,6315865900,12/3/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-64DNJ-CR,ABACUS SPORTS INSTALLATIONS LTD,NO DBA,Corporation,No,No,None Listed,2330 DAIRY RD,NOT APPLICABLE,LANCASTER,NY,17601,7175608050,12/18/2024,12/29/2026,Active,No,Out of State,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.36421 40.08235)
24-64E8X-CR,ABADI CONSTRUCTION OF NY INC,NO DBA,Corporation,No,Yes,MEHERBAN KHUDADAD MASHRAQUI,4343 KISSENA BLVD,SUITE 202,FLUSHING,NY,11355,6467393283,12/30/2024,12/30/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.82367 40.75462)
24-64Y5I-CR,ABA INNOVATIVE BUILDERS INC,NO DBA,Corporation,No,No,None Listed,398 CROMWELL AVE,NOT APPLICABLE,STATEN ISLAND,NY,10305,3474636492,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.08893 40.58651)
24-64FIQ-CR,ABATECH INDUSTRIES INC,NO DBA,Corporation,No,No,None Listed,1623 EAST SECOND ST,NOT APPLICABLE,SCOTCH PLAINS,NY,07076,9083223000,12/23/2024,12/23/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-74.40058 40.6448)
25-64VZ1-CR,ABATEK CORP,NO DBA,Corporation,No,No,None Listed,4632 53RD AVE,NOT APPLICABLE,MASPETH,NY,11378,7183264757,1/7/2025,1/7/2027,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.92028 40.73203)
24-64BHS-CR,ABATEMENT UNLIMITED INC,NO DBA,Corporation,No,No,None Listed,4332 BULLARD AVE,NOT APPLICABLE,BRONX,NY,10466,7189941374,12/16/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.85979 40.89839)
24-635D8-CR,ABBEY SERVICES CORP,ABBEY SERVICES CORP,Corporation,No,No,None Listed,163 WEST ARTERIAL HWY,NOT APPLICABLE,BINGHAMTON,NY,13901,6077223032,12/3/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.8894 42.15146)
24-64NBI-CR,ABBOTT  PRICE INCORPORATED,NO DBA,Corporation,No,No,None Listed,5 SCHUMAN RD,NOT APPLICABLE,MILLWOOD,NY,10546,9149444916,12/16/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No,POINT (-73.7968 41.18887)
24-63773-CR,ABC CONSTRUCTION CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,3616 19TH AVE,NOT APPLICABLE,ASTORIA,NY,11105,7187292501,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.90118 40.7795)
24-64G58-CR,ABC CONSTRUCTION SOLUTIONS INC,NO DBA,Corporation,No,No,None Listed,340 LK SHORE DR,NOT APPLICABLE,MONROE,NY,10950,8459776000,12/26/2024,12/29/2026,Active,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes,POINT (-74.18785 41.37365)
24-637XI-CR,ABC CONTRACTING CO INC,NO DBA,Corporation,No,No,None Listed,22 QUEBEC DR,NOT APPLICABLE,HUNTINGTON STATION,NY,11746,6318815794,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.40274 40.82483)
25-64KH3-CR,ABCD CONSTRUCTION CORP,ABCD CONSTRUCTION CORP,Corporation,No,No,None Listed,5702 3RD AVE,NOT APPLICABLE,BROOKLYN,NY,11220,7184393385,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.01894 40.64378)
24-64YIL-CR,ABC  NY CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,2123 MILL AVE,NOT APPLICABLE,BROOKLYN,NY,11234,7189650207,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.91347 40.61505)
24-63ZET-CR,A B CONSTRUCTION  ROOFING INC,A B CONSTRUCTION  ROOFING INC,Corporation,No,No,None Listed,2586 MAIN ST,NOT APPLICABLE,WHITNEY POINT,NY,13862,6076922858,11/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.97196 42.32913)
25-64KFH-CR,ABCOPEERLESS SPRINKLER CORP,NO DBA,Corporation,No,No,None Listed,50 MIDLAND AVE,NOT APPLICABLE,HICKSVILLE,NY,11801,5167056707,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.51867 40.77662)
24-64F6T-CR,ABDOO SECURITY  AUTOMATION INC,NO DBA,Corporation,No,No,None Listed,316 RICHARDSON AVE,NOT APPLICABLE,UTICA,NY,13502,3155276654,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.28799 43.08144)
24-639EC-CR,ABEC ELECTRICAL CORP,NO DBA,Corporation,Yes,No,None Listed,17 STATE ST,SUITE 4000,NEW YORK,NY,10004,9178051246,12/11/2024,12/29/2026,Active,No,Sole Proprietor,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.01431 40.70284)
24-636A8-CR,ABE FRAN LLC,ALL BRIGHT ELECTRIC,LLC,No,No,None Listed,100 SNAKE HL RD,NOT APPLICABLE,WEST NYACK,NY,10994,8453581200,12/11/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.95943 41.10173)
24-636R8-CR,A  B HERITAGE INCORPORATED,ASI SIGNAGE INNOVATIONS,Corporation,Yes,No,None Listed,2957 ALT BLVD,NOT APPLICABLE,GRAND ISLAND,NY,14072,7167750104,12/10/2024,12/29/2026,Active,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.98609 43.04187)
24-64NKN-CR,A  B INSPECTION SERVICES CORP,A  B INSPECTION SERVICES CORP,Corporation,Yes,No,None Listed,543 BEACH 68TH ST,PO BOX 920374,ARVERNE,NY,11692,5168496961,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.79749 40.59606)
25-641ES-CR,ABLE ELECTRIC LLC,NO DBA,LLC,No,No,None Listed,3364 LOCKPORT RD,NOT APPLICABLE,OAKFIELD,NY,14125,5853431023,1/27/2025,1/27/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.25484 43.09669)
24-6488H-CR,ABLE RIGGING CONTRACTORS LLC,NO DBA,LLC,No,No,None Listed,1050 GRAND BLVD,NOT APPLICABLE,DEER PARK,NY,11729,5164204444,12/27/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,No,Yes,No,POINT (-73.29567 40.76061)
24-63H6N-CR,ABM AIR CONDITIONING  HEATING INC,NO DBA,Corporation,No,No,None Listed,PO BOX 204,NOT APPLICABLE,HAWTHORNE,NY,10532,9147470910,12/6/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-64N71-CR,A B MANIAR  SON LLC,NO DBA,LLC,No,No,None Listed,82 FAIRVIEW AVE,NOT APPLICABLE,MILFORD,NJ,08848,7324919951,12/17/2024,12/29/2026,Active,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.08329 40.56709)
24-64NON-CR,ABM ELECTRIC INC,NO DBA,Corporation,Yes,No,None Listed,2714 39 AVE,NOT APPLICABLE,LONG ISLAND CITY,NY,11101,7183922122,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.93561 40.75413)
25-64KXP-CR,ABM HAULING OF WNY INC,NO DBA,Corporation,No,No,None Listed,50 MAPLE ST,NOT APPLICABLE,FREWSBURG,NY,14738,7164894767,1/4/2025,1/4/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-79.16707 42.0572)
24-64D9O-CR,ABOVE ALL STOREFRONTS INC,ABOVE ALL STOREFRONTS INC DBA CASTLE ARCH METALS,Corporation,No,No,None Listed,50 GILPIN AVE,NOT APPLICABLE,HAUPPAUGE,NY,11788,6316273535,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.22615 40.80495)
25-64OL7-CR,ABOVE  BEYOND FIRE SAFETY SECURITY LLC,NO DBA,LLC,No,No,None Listed,432 ALBANY SHAKER RD,432,LOUDONVILLE,NY,12211,5185060891,1/21/2025,1/21/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.77215 42.69993)
25-64Q6F-CR,ABRACADABRA PAINTING CO INC,ABRACADABRA PAINTING CO INC,Corporation,No,No,None Listed,180 E PROSPECT AVE,NOT APPLICABLE,MAMARONECK,NY,10543,9146980700,1/15/2025,1/15/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.73265 40.9507)
25-64J3E-CR,ABRAMS CONSTRUCTION OF ONONDAGA INC,ABRAMS CONSTRUCTION OF ONONDAGA INC,Corporation,No,No,None Listed,4060 WEBSTER RD,NOT APPLICABLE,NEDROW,NY,13120,3154507028,1/2/2025,1/2/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.14882 42.94041)
24-64RVL-CR,ABRAXAS INC,NO DBA,Corporation,No,No,None Listed,1769 BASELINE RD,SUITE 430,GRAND ISLAND,NY,14072,7167748844,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.96522 43.00977)
24-63ZGI-CR,ABSCOPE ENVIRONMENTAL INC,NO DBA,Unknown,No,No,None Listed,PO BOX 487,7086 COMMERCIAL DRIVE,CANASTOTA,NY,13032,3156978437,11/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-75.75402 43.06623)
24-63AD4-CR,ABSOLUTE CONNECTIONS INCORPORATED,ABSOLUTE CONNECTIONS INC,Corporation,No,No,None Listed,220 N PUTT CORNERS RD,NOT APPLICABLE,NEW PALTZ,NY,12561,8004942342,11/21/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.05533 41.77011)
24-64R8G-CR,ABSOLUTE ELECTRICAL CONTRACTING OF NY INC,NO DBA,Corporation,No,No,None Listed,307 W 38TH ST,SUITE 1301,NEW YORK,NY,10018,2127764049,12/19/2024,12/29/2026,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.99229 40.75499)
24-64F7X-CR,ABSOLUTE ELECTRICAL SERVICE INC,ABSOLUTE ELECTRIC,Corporation,No,No,None Listed,2938 HEMPSTEAD TPKE,SUITE 208,LEVITTOWN,NY,11756,5166624100,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-63H75-CR,ABSOLUTE FIRE PROTECTION LLC,NO DBA,LLC,No,No,None Listed,PO BOX 10,NOT APPLICABLE,SELKIRK,NY,12158,5187673700,12/6/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,Unknown
25-64IHX-CR,ABSOLUTE WOODWORKING INSTALLATIONS INC,NO DBA,Corporation,No,No,None Listed,7 FRST PARK CT,NOT APPLICABLE,HOLMDEL,NJ,07733,9086927374,2/5/2025,2/5/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-74.18739 40.36576)
24-64NRQ-CR,ABS PUMP REPAIR INC,NO DBA,Corporation,No,No,None Listed,89 ALLEN BLVD,NOT APPLICABLE,FARMINGDALE,NY,11735,6316943890,12/17/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.41983 40.71536)
25-64K4U-CR,ABS SOLUTIONS LLC,NO DBA,LLC,No,No,None Listed,52 CORPORATE CIR,STE 105,ALBANY,NY,12203,5186085805,1/6/2025,1/6/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.88079 42.70368)
24-64GGT-CR,ACADEMY CONSTRUCTION INC,NO DBA,Unknown,No,No,None Listed,205 RT 46 WEST,SUITE 14,TOTOWA,NJ,07512,Unknown,12/24/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-74.22846 40.89408)
25-64PR9-CR,ACA ENVIRONMENTAL SERVICES INC,NO DBA,Unknown,No,No,None Listed,ONE HAYES ST,NOT APPLICABLE,ELMSFORD,NY,10523,Unknown,1/10/2025,1/10/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.81955 41.05785)
24-64DVQ-CR,ACCARDI PLUMBING  HEATING CORP,RITEWAY PLUMBING  HEATING,Corporation,Yes,No,None Listed,19 PHILLIPS ST,NOT APPLICABLE,BOHEMIA,NY,11716,6315672196,12/18/2024,12/18/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.11664 40.7647)
25-64PGP-CR,ACCENT COMMERCIAL FURNITURE INC,ACCENT FURNITURE,Corporation,No,No,None Listed,3 INTERSTATE AVE,NOT APPLICABLE,ALBANY,NY,12205,5184824000,1/10/2025,1/10/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.81224 42.69525)
24-63SST-CR,ACCENT STRIPE INC,NO DBA,Corporation,No,No,None Listed,3275 N BENZING RD,NOT APPLICABLE,ORCHARD PARK,NY,14127,7168237704,11/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.77764 42.79502)
24-639IJ-CR,ACCESS ANVIL CORP,NO DBA,Corporation,No,No,None Listed,PO BOX 98,NOT APPLICABLE,SCHUYLERVILLE,NY,12871,5189550177,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,Unknown
24-637GJ-CR,ACCESS ELEVATOR  LIFT INC,NO DBA,Corporation,No,No,None Listed,3970 N MAIN ST EXT,NOT APPLICABLE,JAMESTOWN,NY,14701,7164833696,12/6/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-79.25483 42.17185)
25-64ZHF-CR,ACCESSIBILITY SOLUTIONS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 3122,NOT APPLICABLE,SYRACUSE,NY,13220,3154521750,2/11/2025,2/11/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-6371Q-CR,ACCESS SAFETY PRODUCTS INC,NO DBA,Corporation,Yes,No,None Listed,PO BOX 267,NOT APPLICABLE,HANNACROIX,NY,12087,5187563600,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,Unknown
24-64RZU-CR,ACCORD POWER INC,NO DBA,Corporation,Yes,No,None Listed,13030 31ST AVE,SUITE 707,FLUSHING,NY,11354,7183218820,12/20/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.84066 40.76929)
24-633LN-CR,ACCURATE ACOUSTICAL INC,NO DBA,Corporation,No,No,None Listed,793 CANNING PKWY,NOT APPLICABLE,VICTOR,NY,14564,5859244200,11/26/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-77.47437 42.99989)
25-64ZLX-CR,ACCURATE SPECIALTY METAL FABRICATORS INC,NO DBA,Corporation,No,No,None Listed,4740 METROPOLITAN AVE,NOT APPLICABLE,MASPETH,NY,11385,7188211166,2/11/2025,2/11/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-73.92324 40.71434)
25-64KNU-CR,AC DRYWALL SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 549,NOT APPLICABLE,PURCHASE,NY,10577,9149372260,1/3/2025,1/3/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,Unknown
25-64CZ7-CR,ACE CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,1990 CONEY IS AVE,NOT APPLICABLE,BROOKLYN,NY,11223,7189988437,1/9/2025,1/9/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No,POINT (-73.96213 40.60874)
24-6399G-CR,ACE FLAG CO INC,ACE FLAG CO INC,Corporation,No,No,None Listed,5444 TRANSIT RD,NOT APPLICABLE,DEPEW,NY,14043,7166812345,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-78.69689 42.90362)
25-64K8L-CR,ACE GREAT LAKES LLC,NO DBA,LLC,No,No,None Listed,11075 STRATFIELD CT,NOT APPLICABLE,MARRIOTTSVILLE,MD,21104,7167964067,1/3/2025,1/3/2027,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-76.89503 39.30717)
25-64T6D-CR,ACE IRONWORK INC,ACE IRONWORK INC,Corporation,No,No,None Listed,193 7TH ST,NOT APPLICABLE,BROOKLYN,NY,11215,9179090679,1/24/2025,1/24/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.99053 40.67291)
24-64R89-CR,ACE IRRIGATION,WETSCAPE A ROYAL IRRIGATION COMPANY,LLC,No,No,None Listed,8 TIMBER LN,NOT APPLICABLE,MARLBORO,NJ,07746,7329937300,12/19/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,Yes,State Law,New York,8/24/2023,8/24/2024,No,No,Yes,No,No,Yes,No,POINT (-74.22869 40.31055)
24-64FKZ-CR,A  CFURIA ELECTRIC MOTOR LLC,NO DBA,LLC,No,No,None Listed,135 LAFAYETTE AVE,NOT APPLICABLE,WHITE PLAINS,NY,10603,9733455600,12/22/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.7719 41.06461)
25-64UE8-CR,ACHILLES DEMO SERVICES LLC,NO DBA,LLC,No,No,None Listed,500 UNION AVE,APT 301,BRONX,NY,10455,7185141199,1/29/2025,1/29/2027,Active,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes,POINT (-73.90552 40.81213)
24-64DKO-CR,A CHOICE CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,14850 86TH AVE,1,JAMAICA,NY,11435,9176073750,12/18/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.8082 40.70856)
25-64VK3-CR,ACIA CONSTRUCTION LLC,NO DBA,LLC,Yes,No,None Listed,2652 RDG RD,NOT APPLICABLE,ONTARIO,NY,14519,3155242000,1/7/2025,1/7/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-77.254 43.22171)
24-64BNZ-CR,ACI MANAGEMENT CORP,NO DBA,Corporation,No,No,None Listed,68 GAYLOR RD,SUITE 1,SCARSDALE,NY,10583,9147232700,12/14/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.80216 40.97569)
24-64F9G-CR,ACL CONSTRUCTION CORP,ACL CONSTRUCTION CORP,Corporation,No,No,None Listed,30A GLEAM ST,NOT APPLICABLE,WEST BABYLON,NY,11704,6314916464,12/23/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.38592 40.73161)
24-63797-CR,ACL PROPERTY MAINTENANCE INC,NO DBA,Corporation,No,No,None Listed,659 WILMOT RD,NOT APPLICABLE,SCARSDALE,NY,10583,9147252272,12/9/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.79081 40.97455)
25-64TPG-CR,ACME CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,1574 N JERUSALEM RD,NOT APPLICABLE,MERRICK,NY,11566,7183720820,1/23/2025,1/23/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.56541 40.69789)
25-64Z4K-CR,ACME WINDOW TREATMENTS INC,ACME WINDOW TREATMENTS INC,Corporation,No,No,None Listed,382 EAST MEADOW AVE,NOT APPLICABLE,EAST MEADOW,NY,11554,5167941116,2/11/2025,2/11/2027,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.56001 40.71449)
24-64BRI-CR,ACOCELLA CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,68 GAYLOR RD,SUITE 1,SCARSDALE,NY,10583,9147232700,12/14/2024,12/29/2026,Active,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.80216 40.97569)
24-64GV7-CR,A COLARUSSO  SON INC,NO DBA,Corporation,No,No,None Listed,91 NEWMAN RD,NOT APPLICABLE,HUDSON,NY,12534,5188283218,12/24/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No,POINT (-73.77 42.2375)
24-64Y7B-CR,ACORN ELECTRICAL CONTRACTORS LLC,NO DBA,LLC,No,No,None Listed,29 STARR RD,NOT APPLICABLE,DANBURY,CT,06810,2037922676,12/13/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No,POINT (-73.42586 41.416)
24-63H55-CR,ACORN PLUMBING  HEATING INC,NO DBA,Corporation,No,No,None Listed,168 HOPPER AVE,NOT APPLICABLE,WALDWICK,NJ,07463,8453433433,12/6/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-74.1268 41.02169)
24-648PC-CR,AC SCHULTES INC,AC SCHULTES INC,Corporation,No,No,None Listed,664 SOUTH EVERGREEN AVE,NOT APPLICABLE,WOODBURY HEIGHTS,NJ,08097,8568455656,12/27/2024,12/29/2026,Active,No,Out of State,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No,POINT (-75.15686 39.8259)
24-64YJL-CR,ACS SYSTEM ASSOCIATES INC,NO DBA,Corporation,Yes,No,None Listed,101 NEW SOUTH RD,NOT APPLICABLE,HICKSVILLE,NY,11801,5166811351,12/12/2024,12/29/2026,Active,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No,POINT (-73.50582 40.76147)
