Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business,Prime Vendor Match,Sub Vendor Match
CT185620258800808,yes,Sub Vendor,P  K CONTRACTING INC,Asian American,"Renewal Facade Requirements Contract - Brooklyn, Queens, SI",0.0,0.0,0.0,8/2/2024,8/2/2027,10/9/2024,No ,No ,Department of Citywide Administrative Services,,2,-,REQUIREMENTS-CONSTRUCTION,RENEWAL OF CONTRACT,MAINT & REP GENERAL,Construction Services,85622B8002KXLR001,,0,0,LIT MODE ELECTRICAL CONTRACING INC,Asian American,Electrical Contractor,ACCO Reviewing Subcontract,Construction Services,500000.0,500000.0,0.0,12/18/2024,8/2/2027,001,No ,No ,PK CONTRACTING INC,LIT MODE ELECTRICAL CONTRACTING INC
CT185620258800603,no,Prime Vendor,J  N CONSTRUCTION GROUP CORP,Asian American,FACADE RESTORATION SERVICE OPTION #1 Renewal #1,25362594.21,25362594.21,0.0,8/2/2024,8/2/2027,8/22/2024,No ,No ,Department of Citywide Administrative Services,,2,-,REQUIREMENTS-CONSTRUCTION,RENEWAL OF CONTRACT,"CONTRACTUAL SERVICES GENERAL, MAINT & REP GENERAL",Construction Services,85622B8001KXLR001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,JN CONSTRUCTION GROUP CORP,Not Applicable
CT185620248807360,no,Prime Vendor,ASHNU INTERNATIONAL INC,Asian American,"General Construction BK, QU and SI",14979920.0,14979920.0,0.0,5/15/2024,5/15/2027,5/20/2024,No ,No ,Department of Citywide Administrative Services,,4,-,REQUIREMENTS-CONSTRUCTION,COMPETITIVE SEALED BIDDING,MAINT & REP GENERAL,Construction Services,85623B0010001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,ASHNU INTERNATIONAL INC,Not Applicable
CT185620248804829,no,Prime Vendor,A T J ELECTRICAL CO INC,Non-M/WBE,100 Gold Fire Alarm Replacement,8972000.0,8972000.0,1868485.0,3/4/2024,3/3/2027,2/15/2024,No ,No ,Department of Citywide Administrative Services,1015060761.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85623B0008001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,ATJ ELECTRICAL CO INC,Not Applicable
CT185020258805062,yes,Prime Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),13000000.0,13000000.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,1016219369.0,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,INTER CONTRACTING CORP,Not Applicable
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,WINDSOR ELECTRICAL CONTRACTING INC,Asian American,Electrical Work,No Subcontract Payments Submitted,Construction Services,18953.39,18953.39,0.0,2/12/2025,1/14/2026,042,No ,No ,INTER CONTRACTING CORP,WINDSOR ELECTRICAL CONTRACTING INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,WINDSOR ELECTRICAL CONTRACTING INC,Asian American,Electrical Work,No Subcontract Payments Submitted,Construction Services,18953.39,18953.39,0.0,2/12/2025,1/14/2026,042,No ,No ,INTER CONTRACTING CORP,WINDSOR ELECTRICAL CONTRACTING INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,UNITED PAVEMENT MARKING,Non-M/WBE,Pavement Markings,ACCO Reviewing Subcontract,Construction Services,50000.0,50000.0,0.0,1/20/2025,1/14/2026,029,No ,No ,INTER CONTRACTING CORP,UNITED PAVEMENT MARKING INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,FLORENCE CONSTRUCTION CORPORATION,Women (Non-Minority),"MPT Services, Equipment Rental",ACCO Reviewing Subcontract,Construction Services,81000.0,81000.0,0.0,2/5/2025,1/14/2026,030,Yes,No ,INTER CONTRACTING CORP,FLORENCE CONSTRUCTION CORPORATION
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,ALLIANCE TRUCKING LLC,Black American,Trucking,No Subcontract Payments Submitted,Construction Services,1250000.0,1250000.0,0.0,2/5/2025,1/14/2026,027,No ,No ,INTER CONTRACTING CORP,ALLIANCE TRUCKING LLC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,PHANTOM CARTING INC,Hispanic American,Trucking,No Subcontract Payments Submitted,Construction Services,260000.0,260000.0,0.0,2/5/2025,1/14/2026,032,No ,No ,INTER CONTRACTING CORP,PHANTOM CARTING INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,ENTECH INFRASTRUCTURE LLC,Non-M/WBE,CCTV & Cleaning of Water Mains & Sewers,ACCO Reviewing Subcontract,Construction Services,50000.0,50000.0,0.0,1/21/2025,1/14/2026,041,No ,No ,INTER CONTRACTING CORP,ENTECH INFRASTRUCTURE LLC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,CM TESTING LAB INC,Women (Non-Minority),Materials Testing,ACCO Reviewing Subcontract,Construction Services,50000.0,50000.0,0.0,2/5/2025,1/14/2026,028,Yes,No ,INTER CONTRACTING CORP,CM TESTING LAB INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,NEW YORK BOOM TRUCKS INC,Non-M/WBE,Provide Boom Trucks,No Subcontract Payments Submitted,Construction Services,400000.0,400000.0,0.0,1/30/2025,1/14/2026,036,No ,No ,INTER CONTRACTING CORP,NEW YORK BOOM TRUCKS INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,ATLANTIC CONCRETE CUTTING INC,Women (Non-Minority),Saw Cutting,ACCO Reviewing Subcontract,Construction Services,10000.0,10000.0,0.0,1/20/2025,1/14/2026,039,Yes,No ,INTER CONTRACTING CORP,ATLANTIC CONCRETE CUTTING INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,NJ  C ASSOCIATES INC,Hispanic American,Provide and Maintain Temporary Facilities,No Subcontract Payments Submitted,Construction Services,25000.0,25000.0,0.0,2/5/2025,1/14/2026,034,Yes,No ,INTER CONTRACTING CORP,NJC ASSOCIATES INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,D  STAR WATERPROOFERS INC,Hispanic American,Furnish and Install Waterproofing,ACCO Reviewing Subcontract,Construction Services,5500.0,5500.0,0.0,2/5/2025,1/14/2026,037,No ,No ,INTER CONTRACTING CORP,DSTAR WATERPROOFERS INC
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,POWER CONNECT ELECTRIC CORP,Women (Non-Minority),Electrical Contractor,ACCO Reviewing Subcontract,Construction Services,169000.0,169000.0,0.0,2/17/2025,1/14/2026,035,Yes,No ,INTER CONTRACTING CORP,POWER CONNECT ELECTRIC CORP
CT185020258805062,yes,Sub Vendor,INTER CONTRACTING CORP,Non-M/WBE,CITYWIDE EMERGENCY RECONSTRUCTION OF WATER MAINS (PQL),0.0,0.0,0.0,1/14/2025,1/14/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0075001,,0,0,VALLEY TREE  LANDSCAPE SERVICE INC,Women (Non-Minority),Tree Removal and Planting,ACCO Reviewing Subcontract,Construction Services,10000.0,10000.0,0.0,2/5/2025,1/14/2026,038,Yes,No ,INTER CONTRACTING CORP,VALLEY TREE  LANDSCAPE SERVICE INC
CT185020258804964,no,Prime Vendor,KO TECHNOLOGIES INC,Black American,"Queens Theater in the Park Boiler Replacement â¿"" Contract 1",3937505.0,3937505.0,0.0,1/3/2025,4/28/2026,2/4/2025,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0057001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,K O TECHNOLOGIES INC,Not Applicable
CT185020258804959,no,Prime Vendor,ACS SYSTEM ASSOCIATES INC,Asian American,To furnish and install new pre-engineered underground piping,3195900.0,3195900.0,0.0,2/2/2025,5/28/2026,1/15/2025,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0052001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,ACS SYSTEM ASSOCIATES INC,Not Applicable
CT185020258804940,no,Prime Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,"Non-Standard Ped Ramps Upgrades ,Curbs & sidewalks",29946746.91,29946746.91,0.0,11/12/2024,11/12/2026,1/10/2025,No ,No ,Department of Design and Construction,1016199531.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85024B0039001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,TRIUMPH CONSTRUCTION CORP,Not Applicable
CT185020258804778,no,Prime Vendor,ACS SYSTEM ASSOCIATES INC,Asian American,LOUIS ARMSTRONG HOUSE MUSEUM (SELMA`S HOUSE),2619400.0,2619400.0,0.0,1/24/2025,5/19/2026,1/30/2025,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0083001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,ACS SYSTEM ASSOCIATES INC,Not Applicable
CT185020258804590,no,Prime Vendor,CAC INDUSTRIES INC,Non-M/WBE,Replacement of Distribution Water Main & Appurtenances,85830966.0,85830966.0,0.0,1/27/2025,1/26/2029,2/6/2025,No ,No ,Department of Design and Construction,1016277765.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0030001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,CAC INDUSTRIES INC,Not Applicable
CT185020258804586,no,Prime Vendor,DEBOE CONSTRUCTION CORP,Non-M/WBE,SAND1048 Reconstruction of Sunset Park North Section,20044000.96,20044000.96,0.0,12/24/2024,12/24/2026,12/20/2024,Yes,No ,Department of Design and Construction,1016136900.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0046001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,DEBOE CONSTRUCTION CORP,Not Applicable
CT185020258803563,no,Prime Vendor,CAPITAL PROJECTS INC,Asian American,Gravesend Library Facade Upgrade,1325667.0,1325667.0,0.0,11/10/2024,3/5/2026,11/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0029001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,CAPITAL PROJECTS INC,Not Applicable
CT185020258803548,yes,Prime Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,25000000.0,25000000.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,1016319533.0,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,JLJ IV ENTERPRISES INC,Not Applicable
CT185020258803548,yes,Sub Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,0.0,0.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,BROOKLYN TRUCKING INDUSTRIES INC,Black American,Trucking and Dumping,ACCO Reviewing Subcontract,Construction Services,1700000.0,1700000.0,0.0,12/2/2024,11/26/2025,024,No ,No ,JLJ IV ENTERPRISES INC,BROOKLYN TRUCKING INDUSTRIES INC
CT185020258803548,yes,Sub Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,0.0,0.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,BROOKLYN TRUCKING INDUSTRIES INC,Black American,Trucking/Dumping,ACCO Canceled Subcontract,Construction Services,1700000.0,1700000.0,0.0,11/28/2024,11/26/2025,021,No ,No ,JLJ IV ENTERPRISES INC,BROOKLYN TRUCKING INDUSTRIES INC
CT185020258803548,yes,Sub Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,0.0,0.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,WALKER DIVING UNDERWATER CONSTRUCTION LLC,Non-M/WBE,Diving Services,ACCO Reviewing Subcontract,Construction Services,150000.0,150000.0,0.0,11/28/2024,11/26/2025,014,No ,No ,JLJ IV ENTERPRISES INC,WALKER DIVING UNDERWATER CONSTRUCTION LLC
CT185020258803548,yes,Sub Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,0.0,0.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,NEW YORK BOOM TRUCKS INC,Non-M/WBE,Boom Truck Services,ACCO Reviewing Subcontract,Construction Services,50000.0,50000.0,0.0,11/28/2024,11/26/2025,016,No ,No ,JLJ IV ENTERPRISES INC,NEW YORK BOOM TRUCKS INC
CT185020258803548,yes,Sub Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,0.0,0.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,WELSBACH ELECTRIC CORP,Non-M/WBE,Electrical Services,ACCO Reviewing Subcontract,Construction Services,150000.0,150000.0,0.0,12/2/2024,11/26/2025,018,No ,No ,JLJ IV ENTERPRISES INC,WELSBACH ELECTRIC CORP
CT185020258803548,yes,Sub Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,0.0,0.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,METROEXPRESS SERVICES INC,Non-M/WBE,Traffic Control,ACCO Reviewing Subcontract,Construction Services,80000.0,80000.0,0.0,11/27/2024,11/27/2025,020,No ,No ,JLJ IV ENTERPRISES INC,METROEXPRESS SERVICES INC
CT185020258803548,yes,Sub Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,0.0,0.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,VALLEY TREE  LANDSCAPE SERVICE INC,Women (Non-Minority),"Landscaping, Tree Removal, Pruning, and Stump Grinding",No Subcontract Payments Submitted,Construction Services,50000.0,50000.0,0.0,11/28/2024,11/26/2025,015,Yes,No ,JLJ IV ENTERPRISES INC,VALLEY TREE  LANDSCAPE SERVICE INC
CT185020258803548,yes,Sub Vendor,JLJ IV ENTERPRISES INC,Non-M/WBE,Citywide Emergency Reconstruction of Sewers,0.0,0.0,0.0,11/27/2024,11/26/2025,11/12/2024,No ,No ,Department of Design and Construction,,3,-,REQUIREMENTS-CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,85024B0076001,,0,0,CFRANCIS CONSTRUCTION CORP,Black American,Trucking/Dumping,ACCO Reviewing Subcontract,Construction Services,400000.0,400000.0,0.0,12/2/2024,11/26/2025,012,No ,No ,JLJ IV ENTERPRISES INC,C FRANCIS CONSTRUCTION CORP
CT185020258803206,yes,Prime Vendor,HALCYON CONSTRUCTION CORP,Non-M/WBE,Installation Of Complex Pedestrian Ramps,10973000.0,10973000.0,0.0,11/17/2024,11/17/2026,10/16/2024,No ,No ,Department of Design and Construction,1015933496.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85024B0048001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,THE HALCYON CONSTRUCTION CORP,Not Applicable
CT185020258803206,yes,Sub Vendor,HALCYON CONSTRUCTION CORP,Non-M/WBE,Installation Of Complex Pedestrian Ramps,0.0,0.0,0.0,11/17/2024,11/17/2026,10/16/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85024B0048001,,0,0,DIRECTIONS SIGNS  MARKINGS INC,Women (Non-Minority),Pavement Markings,ACCO Reviewing Subcontract,Construction Services,157299.8,157299.8,0.0,1/13/2025,11/17/2026,011,Yes,No ,THE HALCYON CONSTRUCTION CORP,DIRECTIONS SIGNS  MARKINGS INC
CT185020258803206,yes,Sub Vendor,HALCYON CONSTRUCTION CORP,Non-M/WBE,Installation Of Complex Pedestrian Ramps,0.0,0.0,0.0,11/17/2024,11/17/2026,10/16/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85024B0048001,,0,0,BOHEMIA GARDEN CENTER INC,Women (Non-Minority),Tree Work,ACCO Reviewing Subcontract,Construction Services,7500.0,7500.0,0.0,1/13/2025,11/17/2026,009,Yes,No ,THE HALCYON CONSTRUCTION CORP,BOHEMIA GARDEN CENTER INC
CT185020258803206,yes,Sub Vendor,HALCYON CONSTRUCTION CORP,Non-M/WBE,Installation Of Complex Pedestrian Ramps,0.0,0.0,0.0,11/17/2024,11/17/2026,10/16/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85024B0048001,,0,0,ALLSTARS SECURITY  PROTECTIVE SERVICES,Black American,Crossing Guards,ACCO Reviewing Subcontract,Construction Services,249600.0,249600.0,0.0,1/13/2025,11/17/2026,008,No ,No ,THE HALCYON CONSTRUCTION CORP,ALLSTARS SECURITY  PROTECTIVE SERVICES INC
CT185020258803146,no,Prime Vendor,INTERPHASE ELECTRIC CORPORATION,Non-M/WBE,Replacement of the Building Fire Alarm System,963994.5,963994.5,0.0,10/27/2024,8/28/2025,10/17/2024,No ,No ,Department of Design and Construction,1015914174.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0031001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,INTERPHASE ELECTRIC CORPORATION,Not Applicable
CT185020258802995,yes,Prime Vendor,NY ASPHALT INC,Non-M/WBE,Reconstruction of Grand Concourse - Phase 5,42967297.53,42967297.53,3300261.03,11/4/2024,11/3/2027,10/2/2024,No ,No ,Department of Design and Construction,1016012928.0,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0034001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,NY ASPHALT INC,Not Applicable
